,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,n_shm,tex_trans,fp_insts
71,cachebench,1100,3600,0.0,0.0,125.158203125,16384.005859375,0.07631550989909487,0.9236844901009051,16509.1640625,64190.8359375,0.24944899999999998,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
72,cachebench,1100,3600,0.0,0.0,98.9453125,16384.0107421875,0.07799924957995495,0.922000750420045,16482.9560546875,64217.0439453125,0.249446,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
73,cachebench,1100,3600,0.0,0.0,128.4228515625,16384.005859375,0.07684966467315961,0.9231503353268404,16512.4287109375,64187.5712890625,0.249448,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
74,cachebench,1100,3600,0.0,0.0,112.837890625,16384.0146484375,0.06904258547898903,0.930957414521011,16496.8525390625,64203.1474609375,0.249442,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
75,cachebench,1100,3600,0.0,0.0,128.6083984375,16384.0234375,0.06336921870005414,0.9366307812999458,16512.6318359375,64187.3681640625,0.249441,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
76,cachebench,1100,3600,0.0,0.0,16451.63671875,16384.0234375,0.24816171419006752,0.7518382858099325,32835.66015625,47864.33984375,0.246704,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
77,cachebench,1100,3600,0.0,0.0,60.3759765625,32768.013671875,0.2519636696170137,0.7480363303829862,32828.3896484375,48371.6103515625,0.24933899999999998,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
78,cachebench,1100,3600,0.0,0.0,77.232421875,32768.005859375,0.14443208508272876,0.8555679149172712,32845.23828125,48354.76171875,0.24934800000000001,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
79,cachebench,1100,3600,0.0,0.0,113.650390625,32768.0068359375,0.09270386875376382,0.9072961312462362,32881.6572265625,48318.3427734375,0.249327,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
80,cachebench,1100,3600,0.0,0.0,108.400390625,32768.0205078125,0.08172255506423425,0.9182774449357658,32876.4208984375,48323.5791015625,0.249327,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
81,cachebench,1100,3600,0.0,0.0,94.591796875,32768.005859375,0.08059076469556897,0.919409235304431,32862.59765625,48337.40234375,0.249354,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
82,cachebench,1100,3600,0.0,0.0,121.271484375,32768.005859375,0.07211699885565383,0.9278830011443462,32889.27734375,48310.72265625,0.249329,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
83,cachebench,1100,3600,0.0,0.0,121.927734375,32768.0146484375,0.07096836718790571,0.9290316328120943,32889.9423828125,48310.0576171875,0.249331,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
84,cachebench,1100,3600,0.0,0.0,137.09375,32768.005859375,0.06371278649283264,0.9362872135071674,32905.099609375,48294.900390625,0.249325,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
85,cachebench,1100,3600,0.0,0.0,32884.4296875,32768.05078125,0.2832569367529728,0.7167430632470272,65652.48046875,15547.51953125,0.242831,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
86,cachebench,1100,3600,0.0,0.0,97.1787109375,65536.0205078125,0.1144682131678905,0.8855317868321095,65633.19921875,24166.80078125,0.249373,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
87,cachebench,1100,3600,0.0,0.0,108.9501953125,65536.01953125,0.06988720054517934,0.9301127994548206,65644.9697265625,24155.0302734375,0.249369,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
88,cachebench,1100,3600,0.0,0.0,179.765625,65536.005859375,0.10374473106023736,0.8962552689397626,65715.771484375,24084.228515625,0.24938600000000002,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
89,cachebench,1100,3600,0.0,0.0,65677.486328125,65536.005859375,0.2566599477342716,0.7433400522657284,131213.4921875,0.0,0.241623,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
90,mixbench-cuda-alt,1100,3600,0.0,0.0,8283.139282226562,9248.020629882812,0.1155601624011242,0.8844398375988758,17531.159912109375,210468.84008789062,0.72285,345.39166666666665,2.5666114969135805,0.0,9248.0,7115.25
91,mixbench-cuda-alt,1100,3600,0.0,0.0,10321.49365234375,10272.034057617188,0.2011257009312251,0.7988742990687749,20593.527709960938,210406.47229003906,0.72483,345.39166666666665,2.5666114969135805,0.0,10272.0,7211.25
92,mixbench-cuda-alt,1100,3600,0.0,0.0,12374.642944335938,12320.015625,0.27168412592861535,0.7283158740713847,24694.658569335938,215305.34143066406,0.7237279999999999,345.39166666666665,2.5666114969135805,0.0,12320.0,7499.25
93,mixbench-cuda-alt,1100,3600,0.0,0.0,16474.30224609375,16416.002685546875,0.3550398230196554,0.6449601769803446,32890.304931640625,225109.69506835938,0.7262850000000001,345.39166666666665,2.5666114969135805,0.0,16416.0,8075.25
94,mixbench-cuda-alt,1100,3600,0.0,0.0,18529.220458984375,18464.000854492188,0.3786903407850577,0.6213096592149423,36993.22131347656,231006.77868652344,0.728154,345.39166666666665,2.5666114969135805,0.0,18464.0,8363.25
95,mixbench-cuda-alt,1100,3600,0.0,0.0,20583.081176757812,20512.024047851562,0.3974782533163964,0.6025217466836036,41095.105224609375,234904.89477539062,0.7296050000000001,345.39166666666665,2.5666114969135805,0.0,20512.0,8619.25
96,mixbench-cuda-alt,1100,3600,0.0,0.0,22637.998657226562,22560.008544921875,0.41549200792438706,0.5845079920756129,45198.00720214844,239801.99279785156,0.733043,345.39166666666665,2.5666114969135805,0.0,22560.0,8907.25
97,mixbench-cuda-alt,1100,3600,0.0,0.0,24701.87890625,24608.009033203125,0.4304668541313785,0.5695331458686215,49309.887939453125,246690.11206054688,0.733388,345.39166666666665,2.5666114969135805,0.0,24608.0,9259.25
98,mixbench-cuda-alt,1100,3600,0.0,0.0,28804.921264648438,28704.010864257812,0.4484736504034746,0.5515263495965255,57508.93212890625,254491.06787109375,0.7362390000000001,345.39166666666665,2.5666114969135805,0.0,28704.0,9739.25
99,mixbench-cuda-alt,1100,3600,0.0,0.0,32923.79406738281,32800.02404785156,0.47272841116452924,0.5272715888354708,65723.81811523438,264276.1818847656,0.736113,345.39166666666665,2.5666114969135805,0.0,32800.0,10315.25
100,mixbench-cuda-alt,1100,3600,0.0,0.0,37036.30603027344,36896.02917480469,0.49126145173820374,0.5087385482617963,73932.33520507812,274067.6647949219,0.735052,345.39166666666665,2.5666114969135805,0.0,36896.0,10859.25
101,mixbench-cuda-alt,1100,3600,0.0,0.0,32969.57458496094,32800.01904296875,0.633377868206757,0.366622131793243,65769.59362792969,295230.4063720703,0.736665,345.39166666666665,2.5666114969135805,0.0,32800.0,11291.25
102,mixbench-cuda-alt,1100,3600,0.0,0.0,8262.104248046875,9249.004760742188,0.12811550536017507,0.871884494639825,17511.109008789062,81388.89099121094,0.727358,345.39166666666665,2.5666114969135805,0.0,9248.0,63705.4443359375
103,mixbench-cuda-alt,1100,3600,0.0,0.0,10292.48583984375,10272.000732421875,0.22746060687027328,0.7725393931297267,20564.486572265625,85435.51342773438,0.725666,345.39166666666665,2.5666114969135805,0.0,10272.0,3315.375
104,mixbench-cuda-alt,1100,3600,0.0,0.0,12350.286376953125,12320.01123046875,0.29937366166509677,0.7006263383349032,24670.297607421875,99329.70239257812,0.729399,345.39166666666665,2.5666114969135805,0.0,12320.0,57220.458984375
105,mixbench-cuda-alt,1100,3600,0.0,0.0,16463.788452148438,16416.005737304688,0.3627647887048791,0.637235211295121,32879.794189453125,126120.20581054688,0.735274,345.39166666666665,2.5666114969135805,0.0,16416.0,49209.5947265625
106,mixbench-cuda-alt,1100,3600,0.0,0.0,18520.349487304688,18464.000854492188,0.38348902376684224,0.6165109762331578,36984.350341796875,139015.64965820312,0.735912,345.39166666666665,2.5666114969135805,0.0,18464.0,45013.427734375
107,mixbench-cuda-alt,1100,3600,0.0,0.0,20577.069580078125,20512.00732421875,0.40003019235926773,0.5999698076407323,41089.076904296875,151910.92309570312,0.737116,345.39166666666665,2.5666114969135805,0.0,20512.0,6019.375
108,mixbench-cuda-alt,1100,3600,0.0,0.0,22632.865112304688,22560.015869140625,0.41728683539453926,0.5827131646054607,45192.88098144531,164807.1190185547,0.736808,345.39166666666665,2.5666114969135805,0.0,22560.0,6571.375
109,mixbench-cuda-alt,1100,3600,0.0,0.0,24692.076049804688,24608.049194335938,0.43128971741279754,0.5687102825872025,49300.125244140625,180699.87475585938,0.736822,345.39166666666665,2.5666114969135805,0.0,24608.0,7179.375
110,mixbench-cuda-alt,1100,3600,0.0,0.0,28803.922973632812,28704.001831054688,0.4461442665468236,0.5538557334531764,57507.9248046875,204492.0751953125,0.739938,345.39166666666665,2.5666114969135805,0.0,28704.0,8179.375
111,mixbench-cuda-alt,1100,3600,0.0,0.0,32922.33837890625,32800.02600097656,0.47091043823710593,0.5290895617628941,65722.36437988281,231277.6356201172,0.737089,345.39166666666665,2.5666114969135805,0.0,32800.0,9275.375
112,mixbench-cuda-alt,1100,3600,0.0,0.0,37040.04455566406,36896.00146484375,0.4911156812639997,0.5088843187360004,73936.04602050781,257063.9539794922,0.735581,345.39166666666665,2.5666114969135805,0.0,36896.0,10339.375
113,mixbench-cuda-alt,1100,3600,0.0,0.0,32968.8291015625,32800.00537109375,0.6343061423863009,0.3656938576136991,65768.83447265625,295231.16552734375,0.736314,345.39166666666665,2.5666114969135805,0.0,32800.0,11291.375
114,mixbench-cuda-alt,1100,3600,0.0,0.0,16879.042114257812,18497.0380859375,0.3863326052574815,0.6136673947425185,35376.08020019531,72623.91979980469,0.602305,345.39166666666665,2.5666114969135805,0.0,18496.0,3379.5625
115,mixbench-cuda-alt,1100,3600,0.0,0.0,20959.603515625,20544.002685546875,0.38867175398579795,0.611328246014202,41503.606201171875,73496.39379882812,0.60217,345.39166666666665,2.5666114969135805,0.0,20544.0,3587.21875
116,mixbench-cuda-alt,1100,3600,0.0,0.0,24996.768188476562,24640.127685546875,0.41424182521226394,0.5857581747877361,49636.89587402344,79363.10412597656,0.60364,345.39166666666665,2.5666114969135805,0.0,24640.0,1.0
117,mixbench-cuda-alt,1100,3600,0.0,0.0,33174.011474609375,32832.06457519531,0.4506457114659383,0.5493542885340617,66006.07604980469,94993.92395019531,0.610603,345.39166666666665,2.5666114969135805,0.0,32832.0,1.0
118,mixbench-cuda-alt,1100,3600,0.0,0.0,37236.51220703125,36928.002197265625,0.464029380469875,0.535970619530125,74164.51440429688,103835.48559570312,0.612591,345.39166666666665,2.5666114969135805,0.0,36928.0,5571.21875
119,mixbench-cuda-alt,1100,3600,0.0,0.0,41305.55126953125,41024.06774902344,0.4752468439425724,0.5247531560574277,82329.61901855469,109670.38098144531,0.612699,345.39166666666665,2.5666114969135805,0.0,41024.0,5995.21875
120,mixbench-cuda-alt,1100,3600,0.0,0.0,45354.77746582031,45120.046630859375,0.4910324693914016,0.5089675306085983,90474.82409667969,118525.17590332031,0.613819,345.39166666666665,2.5666114969135805,0.0,45120.0,6531.21875
121,mixbench-cuda-alt,1100,3600,0.0,0.0,49443.688232421875,49216.062744140625,0.5053624611535552,0.4946375388464448,98659.7509765625,127340.2490234375,0.612842,345.39166666666665,2.5666114969135805,0.0,49216.0,7051.21875
122,mixbench-cuda-ro,1100,3600,0.0,0.0,128.160888671875,0.00018310546875,1.0,0.0,128.16107177734375,595.8389282226562,0.942457,345.39166666666665,2.5666114969135805,0.0,128.0,0.0
123,mixbench-cuda-ro,1100,3600,0.0,0.0,128.1395263671875,0.00018310546875,1.0,0.0,128.13970947265625,627.8602905273438,0.9484459999999999,345.39166666666665,2.5666114969135805,0.0,128.0,0.0
124,mixbench-cuda-ro,1100,3600,0.0,0.0,128.12814331054688,0.00018310546875,1.0,0.0,128.12832641601562,911.8716735839844,0.9496600000000001,345.39166666666665,2.5666114969135805,0.0,128.0,0.0
125,mixbench-cuda-ro,1100,3600,0.0,0.0,128.49795532226562,0.00018310546875,1.0,0.0,128.49813842773438,1431.5018615722656,0.9483809999999999,345.39166666666665,2.5666114969135805,0.0,128.0,0.0
